country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Lesotho,LS,LSO,426,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,49,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Lesotho,LS,LSO,426,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,59,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Lesotho,LS,LSO,426,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2009,65.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Lesotho,LS,LSO,426,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,63.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Lesotho,LS,LSO,426,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,57.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Lesotho,LS,LSO,426,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2024,58.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,61,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,44,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,57.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,64,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,56.5,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,58.1,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,62,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,50.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Liberia,LR,LBR,430,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,57.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Libyan Arab Jamahiriya,LY,LBY,434,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,83,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,44,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2004,47,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2009,39.8,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,39.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,41.3,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,49.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,50,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2004,50,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2009,43.9,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,41.3,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,39.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,52.9,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,47,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2004,48,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2009,42,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,40.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,40.4,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Madagascar,MG,MDG,450,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,51.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,27,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,36,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,53,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,69.4,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,67.1,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,76.2,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,72.1,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,26,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,37,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,51,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,71.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,69.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,72.7,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,70.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,27,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,37,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,52,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,70.3,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,68.2,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,74.4,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malawi,MW,MWI,454,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,71.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Malaysia,MY,MYS,458,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,91.6,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Maldives,MV,MDV,462,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,22,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Maldives,MV,MDV,462,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,23,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Maldives,MV,MDV,462,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,22,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Maldives,MV,MDV,462,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2009,74.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,33,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,37,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,36.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,22.4,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,23.2,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,32.2,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,38,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,39,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,35.7,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,30.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,22.7,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,37,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,36,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,38,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,36.2,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,26.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,23,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mali,ML,MLI,466,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,34.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,38,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,47,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,45.1,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,33.8,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,38,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,43,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,43,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,41.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,33.7,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,47.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,41,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,45,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,43.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,33.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mauritania,MR,MRT,478,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,42.9,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mexico,MX,MEX,484,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,78,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mexico,MX,MEX,484,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,67.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mexico,MX,MEX,484,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,73.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,78,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,63,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,66.3,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,80.8,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,78,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,63,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,74.3,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,71.5,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,78,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,63,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,86.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,70.3,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,76,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mongolia,MN,MNG,496,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2023,90.6,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Montenegro,ME,MNE,499,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,89.4,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Morocco,MA,MAR,504,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2004,34,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Morocco,MA,MAR,504,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2004,42,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Morocco,MA,MAR,504,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2004,38,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Morocco,MA,MAR,504,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,70.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Morocco,MA,MAR,504,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,70.3,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,55,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,64,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,49.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,55.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2023,75.9,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,56,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,66,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,50.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,57.5,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2023,71,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,55,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,65,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,50.2,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,56.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Mozambique,MZ,MOZ,508,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2023,73,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
